invoiceno,stokawal,stokakhir,namabarang,jenisbarang,kodebarang,kuantitasbarang,month,day,year,cluster
78891,449,442,Balok (ukuran tebal 6-8 cm dan lebar 12 -15 cm),12,12222A,7,10,24,2022,Laris
78891,66,61,"Readymix Beton K500, Tanpa Pompa",27,12311A,5,10,24,2022,Sangat Laris
78891,174,171,Kasa 1 x 1 ( Putih ),5,12321A,3,10,24,2022,Laris
78891,134,84,Dextone Epoxy Adhesives,23,13221A,50,10,24,2022,Sangat Laris
78891,134,131,Zehn Cangcul,24,12214A,3,10,24,2022,Sangat Laris
78891,126,121,sarung tangan kain,16,17381A,5,10,24,2022,Laris
78891,41,36,Zehn Sekop Gagang Besi,3,19302A,5,10,24,2022,Laris
78891,255,245,Miniroller Ace Oldfields Panjang dan Pendek,18,13820A,10,10,24,2022,Sangat Laris
78891,884,880,Bata Merah Bakar kelas I,30,13823A,4,10,24,2022,Sangat Laris
78891,23,18,Beton 6mm,11,15372A,5,10,24,2022,Laris
78891,187,167,Jabesmen Gelombang Kecil (150 x 105),2,15283A,20,10,24,2022,Laris
78891,73,63,Triplek 3mm,21,13041A,10,10,24,2022,Sangat Laris
78891,74,64,Urug,26,18393A,10,10,24,2022,Sangat Laris
78892,2986,2961,Natural 8cm,32,12345A,25,10,25,2022,Sangat Laris
78892,77,72,Tembok,10,12343A,5,10,25,2022,Laris
78892,978,953,Uncle Bills Sapu Dan Pengki Set BB0168,31,12333A,25,10,25,2022,Sangat Laris
78892,9,5,Gator Bak Mandi Plastik Persegi Ivory 56x56x56cm,7,11231A,4,10,25,2022,Laris
78892,290,285,BJLS 30 Lebar 60cm,4,12947A,5,10,25,2022,Laris
78892,28,20,Pintu Unilon Standard,25,19316A,8,10,25,2022,Sangat Laris
78892,279,269,Gembok Besar,17,12713A,10,10,25,2022,Laris
78892,141,139,Pas,8,23948A,2,10,25,2022,Laris
78892,690,684,Keramik Natural Intan 14.5 / m2,9,32841A,6,10,25,2022,Laris
78892,176,169,Stainless Lokal Kait,6,24628A,7,10,25,2022,Laris
78892,276,272,HTB dia. 19 s/d 16 ( 5 cm ),14,39403A,4,10,25,2022,Laris
78892,91,85,Flange,28,38201A,6,10,25,2022,Sangat Laris
78892,168,162,"Alumunium Natural 1.3 mm t= 1,3 mm ( 4 "" )",29,37483A,6,10,25,2022,Sangat Laris
78893,43,38,Ace Oldfields Besar Untuk Dinding Tembok,18,10016B,5,10,26,2022,Sangat Laris
78893,162,156,Ringan,30,10017B,6,10,26,2022,Sangat Laris
78893,167,163,Beton 8mm,11,10018B,4,10,26,2022,Laris
78893,87,86,Jabesmen Gelombang Kecil (210 x 105),2,10019B,1,10,26,2022,Laris
78893,79,77,Triplek 4mm,21,10020B,2,10,26,2022,Sangat Laris
78893,82,42,Liat,26,10021B,40,10,26,2022,Sangat Laris
78893,1400,1275,Warna 8cm,32,10022B,125,10,26,2022,Sangat Laris
78893,96,92,Sirih,10,10023B,4,10,26,2022,Laris
78893,87,82,Uncle Bills Sikat Lantai & Pengki Set BB0057,31,10024B,5,10,26,2022,Sangat Laris
78893,50,25,Gator Bak Mandi Plastik Persegi Biru 56x56x56cm,7,10025B,25,10,26,2022,Laris
78893,132,130,BJLS 30 Lebar 90cm,4,10026B,2,10,26,2022,Laris
78894,30,10,Jendela Unilon,25,10027B,20,10,26,2022,Sangat Laris
78894,194,191,2 Slaag Kuda Terbang,17,10028B,3,10,27,2022,Laris
78894,50,46,Inggris 6 Inch,8,10029B,4,10,27,2022,Laris
78894,294,289,Keramik Glasur Standard 14.5 /m2,9,10030B,5,10,27,2022,Laris
78894,984,950,biasa (30 X 15) cm,19,10002B,34,10,27,2022,Sangat Laris
78894,6,2,Gresik,36,12111A,4,10,27,2022,Sangat Laris
78894,63,60,Triplek 3mm,37,13041A,3,10,27,2022,Sangat Laris
78894,167,123,Jabesmen Gelombang Kecil (150 x 105),38,15283A,44,10,27,2022,Sangat Laris
78894,64,54,Urug,65,10005B,10,10,27,2022,Tidak Laris
78894,121,111,sarung tangan kain,39,17381A,10,10,27,2022,Sangat Laris
78894,54,34,Urug,66,18393A,20,10,27,2022,Tidak Laris
78894,2961,2953,Natural 8cm,40,12345A,8,10,27,2022,Sangat Laris
78894,421,417,gulung besi,41,11101A,4,10,27,2022,Tidak Laris
78895,265,261,Granit,19,28391C,4,10,28,2022,Sangat Laris
78895,149,146,Vinillex,42,12211A,3,10,28,2022,Tidak Laris
78895,245,242,Miniroller Ace Oldfields Panjang dan Pendek,43,13820A,3,10,28,2022,Tidak Laris
78895,285,279,BJLS 30 Lebar 60cm,44,12947A,6,10,28,2022,Tidak Laris
78895,20,14,Pintu Unilon Standard,45,19316A,6,10,28,2022,Tidak Laris
78895,191,184,2 Slaag Kuda Terbang,46,10028B,7,10,28,2022,Tidak Laris
78895,981,976,Stud Bolt,47,10033B,5,10,28,2022,Tidak Laris
78895,146,142,Vinillex,42,12211A,4,10,28,2022,Tidak Laris
78895,242,237,Miniroller Ace Oldfields Panjang dan Pendek,43,13820A,5,10,28,2022,Tidak Laris
78895,272,271,HTB dia. 19 s/d 16 ( 5 cm ),35,39403A,1,10,28,2022,Sangat Laris
78895,131,128,Zehn Cangcul,48,12214A,3,10,28,2022,Tidak Laris
78895,171,166,Kasa 1 x 1 ( Putih ),33,12321A,5,10,28,2022,Sangat Laris
78895,93,87,"RUCIKA type AW 1/2""",34,11001A,6,10,28,2022,Sangat Laris
78895,271,266,HTB dia. 19 s/d 16 ( 5 cm ),35,39403A,5,10,28,2022,Sangat Laris
78896,440,436,"beton 12,5",1,23456C,4,10,29,2022,Laris
78896,50,45,Catylac,0,10007B,5,10,29,2022,Laris
78896,91,83,Besi Gagang,24,32409C,8,10,29,2022,Sangat Laris
78896,18,9,Beton 6mm,11,15372A,9,10,29,2022,Laris
78896,10,3,Kombinasi,8,10029B,7,10,29,2022,Laris
78896,684,679,Keramik Natural Intan 14.5 / m2,9,32841A,5,10,29,2022,Laris
78896,34,30,Urug,26,18393A,4,10,29,2022,Sangat Laris
78896,10,5,"PVC RUCIKA type AW 1 1/4""",13,99992C,5,10,29,2022,Laris
78896,30,23,"Tembok Sun Eui dia. 1/2""",6,10031B,7,10,29,2022,Laris
78896,269,261,Gembok Besar,17,12713A,8,10,29,2022,Laris
78896,30,27,Urug,15,10005B,3,10,29,2022,Laris
78896,156,151,Ringan,30,10017B,5,10,29,2022,Sangat Laris
78896,163,159,Beton 8mm,11,10018B,4,10,29,2022,Laris
78896,2,0,Gresik,22,12111A,2,10,29,2022,Sangat Laris
78897,162,156,"Alumunium Natural 1.3 mm t= 1,3 mm ( 4 "" )",29,37483A,6,10,30,2022,Sangat Laris
78897,93,87,Jabesmen Gelombang Kecil (300 x 105),2,45555D,6,10,30,2022,Laris
78897,442,435,Balok (ukuran tebal 6-8 cm dan lebar 12 -15 cm),68,NAN,7,10,30,2022,Tidak Laris
78897,950,945,Biasa,65,NAN,5,10,30,2022,Tidak Laris
78897,142,139,Vinillex,42,12211A,3,10,30,2022,Tidak Laris
78897,244,239,Harmonika 2 cm,33,34893C,5,10,30,2022,Sangat Laris
78897,30,26,"sarung tangan karet, platik atau sistetis",39,10014B,4,10,30,2022,Sangat Laris
78897,36,33,Zehn Sekop Gagang Besi,52,19302A,3,10,30,2022,Tidak Laris
78897,87,83,Jabesmen Gelombang Kecil (240 x 105),38,45654C,4,10,30,2022,Sangat Laris
78897,42,37,Liat,66,10021B,5,10,30,2022,Tidak Laris
78898,438,432,Natural 6cm,40,56543C,6,10,31,2022,Sangat Laris
78898,139,134,Pas,73,23948A,5,10,31,2022,Tidak Laris
78898,100,96,Shock Bolt,47,67564C,4,10,31,2022,Tidak Laris
78898,157,154,"Alumunium Natural 1.3 mm t= 1,3 mm ( 3 "" )",69,37483A,3,10,31,2022,Tidak Laris
78898,14,12,Pintu Unilon Standard,45,19316A,2,10,31,2022,Tidak Laris
78898,1500,1497,pavers,19,23423D,3,10,31,2022,Sangat Laris
78898,154,150,"Alumunium Natural 1.3 mm t= 1,3 mm ( 3 "" )",69,37483A,4,10,31,2022,Tidak Laris
78898,12,7,Pintu Unilon Standard,45,19316A,5,10,31,2022,Tidak Laris
78898,1497,1493,pavers,19,23423D,4,10,31,2022,Sangat Laris
787100,300,250,biasa (30 X 15) cm,19,10002B,50,11,1,2022,Sangat Laris
787100,292,262,Gresik,36,12111A,30,11,1,2022,Sangat Laris
787100,280,255,Triplek 3mm,37,13041A,25,11,1,2022,Sangat Laris
787100,198,188,Jabesmen Gelombang Kecil (150 x 105),38,15283A,10,11,1,2022,Sangat Laris
787100,60,58,Urug,65,10005B,2,11,1,2022,Tidak Laris
787100,100,90,sarung tangan kain ,39,17381A,10,11,1,2022,Sangat Laris
787100,58,56,Urug,66,18393A,2,11,1,2022,Tidak Laris
787100,300,250,Natural 8cm,40,12345A,50,11,1,2022,Sangat Laris
787101,20,18,gulung besi,41,11101A,2,11,2,2022,Tidak Laris
787101,320,275,Granit,19,28391C,45,11,2,2022,Sangat Laris
787101,195,190,Vinillex,42,12211A,5,11,2,2022,Tidak Laris
787101,137,132,Miniroller Ace Oldfields Panjang dan Pendek,43,13820A,5,11,2,2022,Tidak Laris
787101,50,35,BJLS 30 Lebar 60cm,44,12947A,15,11,2,2022,Tidak Laris
787101,50,43,Pintu Unilon Standard,45,19316A,7,11,2,2022,Tidak Laris
787101,280,270, 2 Slaag Kuda Terbang,46,10028B,10,11,2,2022,Tidak Laris
787101,1000,900,Stud Bolt,47,10033B,100,11,2,2022,Tidak Laris
787102,190,183,Vinillex,42,12211A,7,11,3,2022,Tidak Laris
787102,132,129,Miniroller Ace Oldfields Panjang dan Pendek,43,13820A,3,11,3,2022,Tidak Laris
787102,342,307,HTB dia. 19 s/d 16 ( 5 cm ),35,39403A,35,11,3,2022,Sangat Laris
787102,20,19,Zehn Cangcul,48,12214A,1,11,3,2022,Tidak Laris
787102,190,158,Kasa 1 x 1 ( Putih ),33,12321A,32,11,3,2022,Sangat Laris
787103,110,100,"RUCIKA type AW 1/2""",34,11001A,10,11,3,2022,Sangat Laris
787103,307,257,HTB dia. 19 s/d 16 ( 5 cm ),35,39403A,50,11,3,2022,Sangat Laris
787103,50,45,Stainless Lokal Kait,49,24628A,5,11,3,2022,Tidak Laris
787103,152,149,Dextone Epoxy Adhesives,50,13221A,3,11,3,2022,Tidak Laris
787103,96,86,"Readymix Beton K500, Tanpa Pompa",51,12311A,10,11,3,2022,Tidak Laris
787104,158,58,Kasa 1 x 1 ( Putih ),33,12321A,100,11,5,2022,Sangat Laris
787104,20,19,Zehn Sekop Gagang Besi,52,19302A,1,11,5,2022,Tidak Laris
787104,30,27,Teras,65,23121C,3,11,5,2022,Tidak Laris
787104,500,300,Bata Merah Bakar kelas I,67,13823A,200,11,5,2022,Tidak Laris
787104,50,47,Besi Gagang,48,32409C,3,11,5,2022,Tidak Laris
787104,56,53,Urug,66,18393A,3,11,5,2022,Tidak Laris
787104,134,114,Tiga Roda,36,10006B,20,11,5,2022,Sangat Laris
787104,91,78,Balok (ukuran tebal 6-8 cm dan lebar 12 -15 cm),68,12222A,13,11,5,2022,Tidak Laris
787105,43,38,Pintu Unilon Standard,45,19316A,5,11,6,2022,Tidak Laris
787105,30,26,rolling door,41,10004B,4,11,6,2022,Tidak Laris
787105,185,178,Metrolite,42,56432C,7,11,6,2022,Tidak Laris
787105,75,70,Eterna,43,46454E,5,11,6,2022,Tidak Laris
787105,90,85,sarung tangan kain ,39,17381A,5,11,6,2022,Sangat Laris
787105,19,17,Zehn Sekop Gagang Besi,52,19302A,2,11,6,2022,Tidak Laris
787105,900,750,Stud Bolt,47,10033B,150,11,6,2022,Tidak Laris
787105,195,190,"Alumunium Natural 1.3 mm t= 1,3 mm ( 3 "" )",69,37483A,5,11,6,2022,Tidak Laris
787105,86,76,"Readymix Beton K500, Tanpa Pompa",51,12311A,10,11,6,2022,Tidak Laris
787105,45,42,Stainless Lokal Kait,49,24628A,3,11,6,2022,Tidak Laris
787105,40,37,Uncle Bills Sikat Lantai & Pengki Set BB0057,70,12333A,3,11,6,2022,Tidak Laris
787105,445,415,Keramik Glasur Premium 14.5 /m2,71,10030B,30,11,6,2022,Tidak Laris
787106,750,700,Stud Bolt,47,10033B,50,11,8,2022,Tidak Laris
787106,300,280,Eye Bolt,47,10033B,20,11,8,2022,Tidak Laris
787106,150,144,"Bebek Sun Eui 1/2""",49,77643C,6,11,8,2022,Tidak Laris
787107,1000,700,Murando Natural 1m2 = 18 bh,71,56546D,300,11,8,2022,Tidak Laris
787107,190,187,"Alumunium Natural 1.3 mm t= 1,3 mm ( 3 "" )",69,37483A,3,11,8,2022,Tidak Laris
787107,178,165,Metrolite,42,56432C,13,11,8,2022,Tidak Laris
787107,30,28,Roller Cat Motif Daun dan Bunga,43,98098C,2,11,8,2022,Tidak Laris
787107,85,82,sarung tangan kain ,39,17381A,3,11,8,2022,Sangat Laris
787107,180,140,"beton 2,5 ",74,10008B,40,11,8,2022,Tidak Laris
787107,149,139,Dextone Epoxy Adhesives,50,13221A,10,11,8,2022,Tidak Laris
787107,19,18,Zehn Cangcul,48,12214A,1,11,8,2022,Tidak Laris
787108,20,19,Blencong Gagang,48,45656D,1,11,8,2022,Tidak Laris
787109,188,183,Jabesmen Gelombang Kecil (150 x 105),38,15283A,5,11,10,2022,Sangat Laris
787109,40,36,Triplek 4mm,37,10020B,4,11,10,2022,Sangat Laris
787109,100,90,Jendela Unilon,45,10027B,10,11,10,2022,Tidak Laris
787110,100,95,"RUCIKA type AW 1/2""",34,11001A,5,11,11,2022,Sangat Laris
787110,175,130,biasa (30 - 80 cm^2),19,10001A,45,11,11,2022,Sangat Laris
787111,25,24,Catylac,42,10007B,1,11,12,2022,Tidak Laris
787111,25,23,Pintar Facil Roller Cat Ajaib,43,35342C,2,11,12,2022,Tidak Laris
787111,76,69,"Readymix Beton K500, Tanpa Pompa",51,12311A,7,11,12,2022,Tidak Laris
787111,82,78,sarung tangan kain ,39,17381A,4,11,12,2022,Sangat Laris
787112,90,87,Jendela Unilon,45,10027B,3,11,12,2022,Tidak Laris
787113,300,50,Bata Merah Bakar kelas I,67,13823A,250,11,12,2022,Tidak Laris
787113,255,252,Triplek 3mm,37,13041A,3,11,12,2022,Sangat Laris
787113,30,27,Jabesmen Gelombang Kecil (300 x 105),38,45555D,3,11,12,2022,Sangat Laris
787114,250,220,Natural 8cm,40,12345A,30,11,15,2022,Sangat Laris
787115,30,27,Tembok,75,12343A,3,11,16,2022,Tidak Laris
787115,37,35,Uncle Bills Sikat Lantai & Pengki Set BB0057,70,10024B,2,11,16,2022,Tidak Laris
787115,20,18,Gator Bak Mandi Plastik Persegi Biru 56x56x56cm,60,10025B,2,11,16,2022,Tidak Laris
787115,35,28,BJLS 30 Lebar 60cm,44,12947A,7,11,16,2022,Tidak Laris
787115,270,268, 2 Slaag Kuda Terbang,46,10028B,2,11,16,2022,Tidak Laris
787116,30,29,Inggris 6 Inch,73,10029B,1,11,17,2022,Tidak Laris
787117,500,200,Murando Glasur 1m2 = 18 bh,71,34234E,300,11,18,2022,Tidak Laris
787117,100,80,"Tembok ITAP dia. 1/2""",49,NAN,20,11,18,2022,Tidak Laris
787117,280,275,Eye Bolt,47,NAN,5,11,18,2022,Tidak Laris
787118,78,68,Balok (ukuran tebal 6-8 cm dan lebar 12 -15 cm),68,12222A,10,11,18,2022,Tidak Laris
787118,50,45,"Readymix Beton K350, Tanpa Pompa",76,30492C,5,11,19,2022,Tidak Laris
787118,7,5,Biasa,65,11111A,2,11,19,2022,Tidak Laris
787118,183,180,Vinillex,42,12211A,3,11,19,2022,Tidak Laris
787118,250,220,Harmonika 2 cm ,33,34893C,30,11,19,2022,Sangat Laris
787119,50,45,"sarung tangan karet, platik atau sistetis",39,10014B,5,11,20,2022,Sangat Laris
787119,17,14,Zehn Sekop Gagang Besi,52,19302A,3,11,20,2022,Tidak Laris
787119,50,45,Jabesmen Gelombang Kecil (240 x 105),38,45654C,5,11,20,2022,Sangat Laris
787119,50,48,Liat,66,10021B,2,11,20,2022,Tidak Laris
787120,470,410,Natural 6cm,40,56543C,60,11,20,2022,Sangat Laris
787120,50,47,Pas,73,23948A,3,11,20,2022,Tidak Laris
787120,500,470,Shock Bolt,47,67564C,30,11,21,2022,Tidak Laris
787120,187,183,"Alumunium Natural 1.3 mm t= 1,3 mm ( 3 "" )",69,37483A,4,11,21,2022,Tidak Laris
787121,38,31,Pintu Unilon Standard,45,19316A,7,11,22,2022,Tidak Laris
787121,100,70,pavers,19,23423D,30,11,22,2022,Sangat Laris
787122,106,93,papan (tebal 2-4 cm dan lebar 10-13 cm),68,10009B,13,11,23,2022,Tidak Laris
787122,45,30,"Readymix Beton K350, Tanpa Pompa",51,30492C,15,11,23,2022,Tidak Laris
787122,53,52,Urug,66,18393A,1,11,23,2022,Tidak Laris
787122,45,38,Jabesmen Gelombang Kecil (240 x 105),38,45654C,7,11,23,2022,Sangat Laris
787123,50,45,Triplek 15mm,37,34234E,5,11,23,2022,Sangat Laris
787123,93,88,papan (tebal 2-4 cm dan lebar 10-13 cm),68,10009B,5,11,23,2022,Tidak Laris
787123,87,83,Jendela Unilon,45,10027B,4,11,23,2022,Tidak Laris
787123,18,17,gulung besi,41,11101A,1,11,23,2022,Tidak Laris
787124,564,494,Warna 8cm,40,10022B,70,11,27,2022,Sangat Laris
787124,139,134,Dextone Epoxy Adhesives,50,13221A,5,11,27,2022,Tidak Laris
787124,18,17,Zehn Cangcul,48,12214A,1,11,27,2022,Tidak Laris
787125,50,47,Ace Oldfields Besar Untuk Dinding Tembok,43,10016B,3,11,27,2022,Tidak Laris
787125,83,79,Jendela Unilon,45,10027B,4,11,27,2022,Tidak Laris
787125,50,46,Uncle Bills Sapu Dan Pengki Set BB0168,70,12333A,4,11,27,2022,Tidak Laris
787125,220,180,Natural 8cm,46,NAN,40,11,27,2022,Tidak Laris
787125,165,160,Metrolite,42,56432C,5,11,27,2022,Tidak Laris
787126,23,22,Pintar Facil Roller Cat Ajaib,43,35342C,1,11,29,2022,Tidak Laris
787126,220,205,Harmonika 2 cm ,33,34893C,15,11,29,2022,Sangat Laris
787127,50,35,"Readymix Beton K225, Tanpa Pompa",51,43533D,15,11,29,2022,Tidak Laris
787127,103,93,seng 8,74,12221A,10,11,29,2022,Tidak Laris
787127,46,43,Uncle Bills Sapu Dan Pengki Set BB0168,31,12333A,3,11,29,2022,Sangat Laris
787127,180,175,Natural 8cm,32,12345A,5,11,29,2022,Sangat Laris
787127,175,169,Natural 8cm,32,12345A,6,11,29,2022,Sangat Laris
787127,68,62,Balok (ukuran tebal 6-8 cm dan lebar 12 -15 cm),12,12222A,6,11,29,2022,Laris
787127,47,42,Pas,8,23948A,5,11,29,2022,Laris
787127,183,177,"Alumunium Natural 1.3 mm t= 1,3 mm ( 3 "" )",29,64543C,6,11,29,2022,Sangat Laris
787127,42,34,Stainless Lokal Kait,6,24628A,8,11,29,2022,Laris
787127,31,22,Pintu Unilon Standard,25,19316A,9,11,29,2022,Sangat Laris
787127,150,116,Beton 6mm,11,15372A,34,11,29,2022,Laris
787127,180,157,Vinillex,0,12211A,23,11,29,2022,Laris
787127,100,55,Flange,28,38201A,45,11,29,2022,Sangat Laris
787127,129,123,Miniroller Ace Oldfields Panjang dan Pendek,18,13820A,6,11,29,2022,Sangat Laris
787127,150,143,Keramik Natural Intan 14.5 / m2,19,32841A,7,11,29,2022,Sangat Laris
787127,17,11,Zehn Cangcul,24,12214A,6,11,29,2022,Sangat Laris
787127,30,21,Gator Bak Mandi Plastik Persegi Ivory 56x56x56cm,7,11231A,9,11,29,2022,Laris
787127,257,250,HTB dia. 19 s/d 16 ( 5 cm ),14,39403A,7,11,29,2022,Laris
787127,268,265,2 Slaag Kuda Terbang,17,10028B,3,11,29,2022,Laris
787127,50,27,"PVC RUCIKA type AW 3/4""",13,10003B,23,11,29,2022,Laris
787127,500,491,BJLS 30 Lebar 90cm,4,10026B,9,11,29,2022,Laris
787127,50,42,Pengikat,5,66653E,8,11,29,2022,Laris
787127,50,43,Bata Merah Bakar kelas I,30,13823A,7,11,29,2022,Sangat Laris
787127,252,246,Triplek 3mm,21,13041A,6,11,29,2022,Sangat Laris
787127,40,36,Zehn Sekop Gagang Kayu,3,10015B,4,11,29,2022,Laris
787127,134,129,Dextone Epoxy Adhesives,23,13221A,5,11,29,2022,Sangat Laris
787127,48,41,Liat,26,10021B,7,11,29,2022,Sangat Laris
787127,43,37,Uncle Bills Sapu Dan Pengki Set BB0168,31,12333A,6,11,29,2022,Sangat Laris
787127,26,21,rolling door,20,10004B,5,11,29,2022,Sangat Laris
787127,250,244,biasa (30 X 15) cm,19,10002B,6,11,29,2022,Sangat Laris
787127,262,257,Gresik,36,12111A,5,11,29,2022,Sangat Laris
787127,246,242,Triplek 3mm,37,13041A,4,11,29,2022,Sangat Laris
787127,183,180,Jabesmen Gelombang Kecil (150 x 105),38,15283A,3,11,29,2022,Sangat Laris
787127,52,45,Urug,65,10005B,7,11,29,2022,Tidak Laris
787127,78,70,sarung tangan kain ,39,17381A,8,11,29,2022,Sangat Laris
787127,45,36,Urug,66,18393A,9,11,29,2022,Tidak Laris
787127,169,163,Natural 8cm,40,12345A,6,11,29,2022,Sangat Laris
787127,17,13,gulung besi,41,11101A,4,11,29,2022,Tidak Laris
787127,275,270,Granit,19,28391C,5,11,29,2022,Sangat Laris
787127,157,150,Vinillex,42,12211A,7,11,29,2022,Tidak Laris
787127,123,119,Miniroller Ace Oldfields Panjang dan Pendek,43,13820A,4,11,29,2022,Tidak Laris
787127,28,25,BJLS 30 Lebar 60cm,44,12947A,3,11,29,2022,Tidak Laris
787127,22,20,Pintu Unilon Standard,45,19316A,2,11,29,2022,Tidak Laris
787127,265,260, 2 Slaag Kuda Terbang,46,10028B,5,11,29,2022,Tidak Laris
787127,700,650,Stud Bolt,47,10033B,50,11,29,2022,Tidak Laris
787127,150,141,Vinillex,42,12211A,9,11,29,2022,Tidak Laris
787127,119,112,Miniroller Ace Oldfields Panjang dan Pendek,43,13820A,7,11,29,2022,Tidak Laris
787127,250,244,HTB dia. 19 s/d 16 ( 5 cm ),35,39403A,6,11,29,2022,Sangat Laris
787127,11,7,Zehn Cangcul,48,12214A,4,11,29,2022,Tidak Laris
787127,58,53,Kasa 1 x 1 ( Putih ),33,12321A,5,11,29,2022,Sangat Laris
787127,95,91,"RUCIKA type AW 1/2""",34,11001A,4,11,29,2022,Sangat Laris
787127,244,237,HTB dia. 19 s/d 16 ( 5 cm ),35,39403A,7,11,29,2022,Sangat Laris
787127,34,26,Stainless Lokal Kait,49,24628A,8,11,29,2022,Tidak Laris
787127,129,124,Dextone Epoxy Adhesives,50,13221A,5,11,29,2022,Tidak Laris
787127,69,65,"Readymix Beton K500, Tanpa Pompa",51,12311A,4,11,29,2022,Tidak Laris
787128,53,50,Kasa 1 x 1 ( Putih ),33,12321A,3,11,30,2022,Sangat Laris
787128,14,9,Zehn Sekop Gagang Besi,52,19302A,5,11,30,2022,Tidak Laris
787128,27,25,Teras,65,23121C,2,11,30,2022,Tidak Laris
787128,43,36,Bata Merah Bakar kelas I,67,13823A,7,11,30,2022,Tidak Laris
787128,47,39,Besi Gagang,48,32409C,8,11,30,2022,Tidak Laris
787128,36,27,Urug,66,18393A,9,11,30,2022,Tidak Laris
787128,114,102,Tiga Roda,36,10006B,12,11,30,2022,Sangat Laris
787128,62,28,Balok (ukuran tebal 6-8 cm dan lebar 12 -15 cm),68,12222A,34,11,30,2022,Tidak Laris
787128,20,15,Pintu Unilon Standard,45,19316A,5,11,30,2022,Tidak Laris
787128,21,15,rolling door,41,10004B,6,11,30,2022,Tidak Laris
787128,160,153,Metrolite,42,56432C,7,11,30,2022,Tidak Laris
787128,70,40,Eterna,43,46454E,30,11,30,2022,Tidak Laris
787128,70,45,sarung tangan kain ,39,17381A,25,11,30,2022,Sangat Laris
787128,9,7,Zehn Sekop Gagang Besi,52,19302A,2,11,30,2022,Tidak Laris
787128,650,620,Stud Bolt,47,10033B,30,11,30,2022,Tidak Laris
787128,36,33,Triplek 4mm,21,10020B,3,11,30,2022,Sangat Laris
787128,41,36,Liat,26,10021B,5,11,30,2022,Sangat Laris
787128,494,490,Warna 8cm,32,10022B,4,11,30,2022,Sangat Laris
787128,30,25,Sirih,10,10023B,5,11,30,2022,Laris
787128,35,27,Uncle Bills Sikat Lantai & Pengki Set BB0057,31,10024B,8,11,30,2022,Sangat Laris
787128,18,9,Gator Bak Mandi Plastik Persegi Biru 56x56x56cm,7,10025B,9,11,30,2022,Laris
787128,491,484,BJLS 30 Lebar 90cm,4,10026B,7,11,30,2022,Laris
787128,79,73,Jendela Unilon,25,10027B,6,11,30,2022,Sangat Laris
787128,20,15,Gembok Besar,17,12713A,5,11,30,2022,Laris
787128,42,34,Pas,8,23948A,8,11,30,2022,Laris
787128,143,136,Keramik Natural Intan 14.5 / m2,9,32841A,7,11,30,2022,Laris
787128,26,17,Stainless Lokal Kait,6,24628A,9,11,30,2022,Laris
787128,237,230,HTB dia. 19 s/d 16 ( 5 cm ),14,39403A,7,11,30,2022,Laris
787128,55,47,Flange,28,38201A,8,11,30,2022,Sangat Laris
787128,130,124,biasa (30 - 80 cm^2),19,10001A,6,11,30,2022,Sangat Laris
787128,91,84,"RUCIKA type AW 1/2""",13,11001A,7,11,30,2022,Laris
787128,13,5,gulung besi,20,11101A,8,11,30,2022,Sangat Laris
787128,5,1,Biasa,15,11111A,4,11,30,2022,Laris
787128,257,250,Gresik,22,12111A,7,11,30,2022,Sangat Laris
787128,141,135,Vinillex,0,12211A,6,11,30,2022,Laris
787128,93,88,seng 8,1,12221A,5,11,30,2022,Laris
787128,28,23,Balok (ukuran tebal 6-8 cm dan lebar 12 -15 cm),12,12222A,5,11,30,2022,Laris
787128,65,58,"Readymix Beton K500, Tanpa Pompa",27,12311A,7,11,30,2022,Sangat Laris
787128,50,42,Kasa 1 x 1 ( Putih ),5,12321A,8,11,30,2022,Laris
787128,124,116,Dextone Epoxy Adhesives,23,13221A,8,11,30,2022,Sangat Laris
787128,7,1,Zehn Cangcul,24,12214A,6,11,30,2022,Sangat Laris
787128,45,40,sarung tangan kain,16,17381A,5,11,30,2022,Laris
787128,7,5,Zehn Sekop Gagang Besi,3,19302A,2,11,30,2022,Laris
787128,112,107,Miniroller Ace Oldfields Panjang dan Pendek,18,13820A,5,11,30,2022,Sangat Laris
787128,36,29,Bata Merah Bakar kelas I,30,13823A,7,11,30,2022,Sangat Laris
787128,116,110,Beton 6mm,11,15372A,6,11,30,2022,Laris
787128,180,175,Jabesmen Gelombang Kecil (150 x 105),2,15283A,5,11,30,2022,Laris
787128,242,238,Triplek 3mm,21,13041A,4,11,30,2022,Sangat Laris
787128,27,22,Urug,26,18393A,5,11,30,2022,Sangat Laris
787128,163,156,Natural 8cm,32,12345A,7,11,30,2022,Sangat Laris
787128,27,19,Tembok,10,12343A,8,11,30,2022,Laris
787128,37,31,Uncle Bills Sapu Dan Pengki Set BB0168,31,12333A,6,11,30,2022,Sangat Laris
787128,21,17,Gator Bak Mandi Plastik Persegi Ivory 56x56x56cm,7,11231A,4,11,30,2022,Laris
787128,25,20,BJLS 30 Lebar 60cm,4,12947A,5,11,30,2022,Laris
787128,15,11,Pintu Unilon Standard,25,19316A,4,11,30,2022,Sangat Laris
787128,15,12,Gembok Besar,17,12713A,3,11,30,2022,Laris
787128,34,30,Pas,8,23948A,4,11,30,2022,Laris
787128,136,131,Keramik Natural Intan 14.5 / m2,9,32841A,5,11,30,2022,Laris
787128,17,11,Stainless Lokal Kait,6,24628A,6,11,30,2022,Laris
